PassengerId,HomePlanet,CryoSleep,Deck,Cabin_Number,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Age_Group,total_expenditure,any_expenditure,family,family_size,travel_group,travel_group_size
6913_02,Mars,FALSE,E,461,S,TRAPPIST-1e,18,FALSE,1988,0,95,0,0,Cakers Hacle,FALSE,18-25,2083,TRUE,Hacle,5,6913,2
6915_01,Mars,TRUE,F,1325,S,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Chrets Conca,TRUE,26-30,0,FALSE,Conca,3,6915,1
6917_01,Mars,FALSE,F,1433,P,TRAPPIST-1e,56,TRUE,995,0,177,0,739,Proos Horte,FALSE,51+,1911,TRUE,Horte,6,6917,1
6918_01,Earth,TRUE,G,1126,S,PSO J318.5-22,29,FALSE,0,0,0,0,0,Neilda Barris,TRUE,26-30,0,FALSE,Barris,5,6918,1
6920_01,Earth,FALSE,E,462,S,TRAPPIST-1e,29,FALSE,0,10,0,5,975,Verek Wolferguson,FALSE,26-30,990,TRUE,Wolferguson,8,6920,1
6921_01,Europa,FALSE,C,255,S,TRAPPIST-1e,22,FALSE,0,1914,2090,100,0,Sadrix Stersetery,TRUE,18-25,4104,TRUE,Stersetery,5,6921,6
6921_02,Europa,TRUE,C,255,S,55 Cancri e,24,FALSE,0,0,0,0,0,Eleron Fordulgaug,TRUE,18-25,0,FALSE,Fordulgaug,5,6921,6
6921_03,Europa,FALSE,C,255,S,TRAPPIST-1e,23,FALSE,69,6101,0,0,214,Grum Stersetery,TRUE,18-25,6384,TRUE,Stersetery,5,6921,6
6921_04,Europa,FALSE,C,255,S,TRAPPIST-1e,28,TRUE,0,14076,0,928,372,Dsch Stersetery,TRUE,26-30,15376,TRUE,Stersetery,5,6921,6
6921_05,Europa,TRUE,C,255,S,55 Cancri e,19,FALSE,0,0,0,0,0,Arrain Fordulgaug,TRUE,18-25,0,FALSE,Fordulgaug,5,6921,6
6921_06,Europa,FALSE,C,255,S,TRAPPIST-1e,32,FALSE,0,89,0,8330,1,Azhah Stersetery,FALSE,31-50,8420,TRUE,Stersetery,5,6921,6
6924_01,Earth,FALSE,G,1127,S,TRAPPIST-1e,37,FALSE,0,0,0,0,0,Lilasa Solon,TRUE,31-50,0,FALSE,Solon,7,6924,1
6925_01,Earth,FALSE,G,1120,P,TRAPPIST-1e,26,FALSE,0,0,677,1,108,Juanie Hayerson,FALSE,26-30,786,TRUE,Hayerson,5,6925,1
6926_01,Earth,FALSE,F,1435,P,TRAPPIST-1e,43,FALSE,1944,17,657,0,0,Smals Birt,TRUE,31-50,2618,TRUE,Birt,10,6926,1
6928_01,Earth,FALSE,E,463,S,TRAPPIST-1e,25,FALSE,439,0,0,557,0,Dont Bookerson,FALSE,18-25,996,TRUE,Bookerson,8,6928,2
6928_02,Earth,FALSE,G,1128,S,TRAPPIST-1e,11,FALSE,0,0,0,0,0,Jodye Bookerson,FALSE,0-12,0,FALSE,Bookerson,8,6928,2
6929_01,Earth,FALSE,G,1122,P,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Nelly Llovers,TRUE,0-12,0,FALSE,Llovers,4,6929,3
6929_02,Earth,TRUE,G,1122,P,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Natha Llovers,TRUE,31-50,0,FALSE,Llovers,4,6929,3
6929_03,Earth,FALSE,E,441,P,TRAPPIST-1e,15,FALSE,9,776,4,0,2,Tricki Llovers,TRUE,13-17,791,TRUE,Llovers,4,6929,3
6930_01,Earth,TRUE,G,1129,S,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Letta Howayery,TRUE,13-17,0,FALSE,Howayery,3,6930,1
6931_01,Europa,TRUE,C,222,P,55 Cancri e,37,FALSE,0,0,0,0,0,Spurin Amonsmane,TRUE,31-50,0,FALSE,Amonsmane,2,6931,1
6932_01,Earth,FALSE,G,1130,S,TRAPPIST-1e,20,FALSE,559,0,83,112,0,Shaele Ewiseston,TRUE,18-25,754,TRUE,Ewiseston,9,6932,1
6934_01,Mars,FALSE,F,1436,P,TRAPPIST-1e,47,FALSE,160,0,1232,36,0,Cats Nutty,TRUE,31-50,1428,TRUE,Nutty,4,6934,2
6934_02,Mars,FALSE,E,443,P,55 Cancri e,16,FALSE,1228,0,450,446,0,Bleark Nutty,FALSE,13-17,2124,TRUE,Nutty,4,6934,2
6937_01,Earth,TRUE,G,1131,S,TRAPPIST-1e,8,FALSE,0,0,0,0,0,Robyna Petton,TRUE,0-12,0,FALSE,Petton,2,6937,1
6939_01,Earth,FALSE,G,1124,P,TRAPPIST-1e,22,FALSE,245,0,0,661,1,Blanie Bears,FALSE,18-25,907,TRUE,Bears,2,6939,1
6940_01,Mars,FALSE,F,1326,S,TRAPPIST-1e,39,FALSE,9,0,687,0,0,Goats Steen,TRUE,31-50,696,TRUE,Steen,1,6940,1
6943_01,Europa,TRUE,B,262,S,55 Cancri e,57,FALSE,0,0,0,0,0,Mirakis Dynatic,TRUE,51+,0,FALSE,Dynatic,1,6943,1
6944_01,Europa,TRUE,C,223,P,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Alzird Gented,TRUE,26-30,0,FALSE,Gented,1,6944,1
6945_01,Europa,TRUE,B,263,S,55 Cancri e,27,FALSE,0,0,0,0,0,Schird Sophaft,TRUE,26-30,0,FALSE,Sophaft,1,6945,1
6946_01,Earth,FALSE,F,1439,P,TRAPPIST-1e,70,FALSE,28,0,0,672,104,Samany Buckson,FALSE,51+,804,TRUE,Buckson,3,6946,1
6947_01,Europa,TRUE,B,264,S,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Becruxa Coudered,TRUE,13-17,0,FALSE,Coudered,4,6947,2
6947_02,Europa,FALSE,B,264,S,TRAPPIST-1e,49,FALSE,0,1757,0,797,567,Cellum Obnoble,TRUE,31-50,3121,TRUE,Obnoble,2,6947,2
6949_01,Earth,FALSE,E,464,S,55 Cancri e,25,FALSE,0,12,851,19,103,Lolas Dillestron,FALSE,18-25,985,TRUE,Dillestron,5,6949,1
6950_01,Europa,TRUE,B,265,S,55 Cancri e,19,FALSE,0,0,0,0,0,Alurops Pringry,TRUE,18-25,0,FALSE,Pringry,2,6950,2
6950_02,Europa,TRUE,B,265,S,55 Cancri e,15,FALSE,0,0,0,0,0,Medib Pringry,TRUE,13-17,0,FALSE,Pringry,2,6950,2
6951_01,Europa,FALSE,D,219,P,TRAPPIST-1e,37,FALSE,26,2898,9,0,40,Vegas Lendly,TRUE,31-50,2973,TRUE,Lendly,3,6951,2
6951_02,Europa,TRUE,D,219,P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Mares Beling,TRUE,26-30,0,FALSE,Beling,1,6951,2
6954_01,Mars,FALSE,E,445,P,TRAPPIST-1e,28,FALSE,1998,0,13,87,0,Blug Flie,FALSE,26-30,2098,TRUE,Flie,3,6954,2
6954_02,Earth,FALSE,E,445,P,TRAPPIST-1e,22,FALSE,969,47,23,134,0,Weet Flie,FALSE,18-25,1173,TRUE,Flie,3,6954,2
6957_01,Europa,FALSE,B,266,S,TRAPPIST-1e,26,FALSE,135,2080,7,34,84,Minoton Sloweber,TRUE,26-30,2340,TRUE,Sloweber,5,6957,1
6960_01,Earth,FALSE,G,1135,S,PSO J318.5-22,25,FALSE,60,0,0,0,777,Allyn Bonnondry,FALSE,18-25,837,TRUE,Bonnondry,9,6960,1
6962_01,Earth,FALSE,G,1136,S,TRAPPIST-1e,19,FALSE,0,0,0,804,5,Dona Gibbsonton,FALSE,18-25,809,TRUE,Gibbsonton,13,6962,1
6963_01,Mars,FALSE,F,1328,S,TRAPPIST-1e,20,FALSE,3839,57,1967,4,2,Soyos Boste,FALSE,18-25,5869,TRUE,Boste,2,6963,1
6964_01,Earth,FALSE,F,1444,P,55 Cancri e,35,FALSE,0,71,631,0,0,Lilasa Thonyderson,FALSE,31-50,702,TRUE,Thonyderson,5,6964,1
6966_01,Earth,FALSE,F,1446,P,TRAPPIST-1e,37,FALSE,951,0,0,80,0,Leneva Freevenson,FALSE,31-50,1031,TRUE,Freevenson,4,6966,1
6967_01,Europa,FALSE,C,256,S,55 Cancri e,37,FALSE,0,9965,0,5697,676,Winon Oilpfulle,FALSE,31-50,16338,TRUE,Oilpfulle,2,6967,1
6968_01,Earth,FALSE,F,1447,P,TRAPPIST-1e,13,FALSE,0,114,682,0,7,Dandra Yanton,FALSE,13-17,803,TRUE,Yanton,7,6968,2
6968_02,Earth,FALSE,F,1447,P,PSO J318.5-22,20,FALSE,0,0,0,0,1318,Randa Yanton,FALSE,18-25,1318,TRUE,Yanton,7,6968,2
6970_01,Mars,FALSE,G,734,S,TRAPPIST-1e,65,FALSE,3358,1,12,0,0,Ret Gin,FALSE,51+,3371,TRUE,Gin,5,6970,2
6970_02,Mars,FALSE,E,465,S,TRAPPIST-1e,29,FALSE,456,230,363,0,0,Coakey Pread,FALSE,26-30,1049,TRUE,Pread,10,6970,2
6971_01,Europa,FALSE,C,225,P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Alcoran Distured,TRUE,0-12,0,FALSE,Distured,13,6971,6
6971_02,Europa,FALSE,C,225,P,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Chard Distured,TRUE,0-12,0,FALSE,Distured,13,6971,6
6971_03,Europa,TRUE,C,225,P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Alkaida Distured,TRUE,18-25,0,FALSE,Distured,13,6971,6
6971_04,Europa,TRUE,C,225,P,55 Cancri e,17,FALSE,0,0,0,0,0,Asteron Distured,TRUE,13-17,0,FALSE,Distured,13,6971,6
6971_05,Europa,FALSE,C,225,P,55 Cancri e,28,FALSE,0,4173,0,33,420,Schird Pretive,TRUE,26-30,4626,TRUE,Pretive,4,6971,6
6971_06,Europa,FALSE,C,225,P,55 Cancri e,28,FALSE,0,160,0,1538,1426,Terfak Distured,FALSE,26-30,3124,TRUE,Distured,13,6971,6
6972_01,Earth,FALSE,G,1126,P,TRAPPIST-1e,21,FALSE,0,0,0,43,667,Terina Jenson,FALSE,18-25,710,TRUE,Jenson,11,6972,1
6973_01,Earth,FALSE,E,466,S,PSO J318.5-22,45,FALSE,1,15,44,0,1541,Hary Owerson,FALSE,31-50,1601,TRUE,Owerson,6,6973,1
6976_01,Earth,FALSE,G,1127,P,TRAPPIST-1e,21,FALSE,27,0,782,0,0,Annya Talls,TRUE,18-25,809,TRUE,Talls,4,6976,1
6977_01,Earth,TRUE,G,1137,S,PSO J318.5-22,20,FALSE,0,0,0,0,0,Rankie Burker,TRUE,18-25,0,FALSE,Burker,3,6977,2
6977_02,Earth,FALSE,G,1137,S,TRAPPIST-1e,38,FALSE,0,806,3,0,0,Jeret Burker,TRUE,31-50,809,TRUE,Burker,3,6977,2
6978_01,Earth,FALSE,E,446,P,55 Cancri e,24,FALSE,0,893,0,4,8,Gwendy Chardsonnon,TRUE,18-25,905,TRUE,Chardsonnon,2,6978,1
6979_01,Earth,FALSE,E,447,P,TRAPPIST-1e,22,FALSE,712,6,70,0,0,Arla Morelly,FALSE,18-25,788,TRUE,Morelly,11,6979,1
6980_01,Earth,FALSE,F,1331,S,TRAPPIST-1e,44,FALSE,3,0,33,769,0,Stevey Reilline,TRUE,31-50,805,TRUE,Reilline,2,6980,1
6981_01,Earth,FALSE,F,1332,S,PSO J318.5-22,41,FALSE,0,0,0,0,628,Joanny Cainghannon,FALSE,31-50,628,TRUE,Cainghannon,5,6981,1
6982_01,Earth,TRUE,G,1128,P,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Johna Garnes,TRUE,18-25,0,FALSE,Garnes,14,6982,1
6984_01,Mars,FALSE,F,1450,P,TRAPPIST-1e,26,FALSE,1967,0,116,0,0,Diedow Hake,FALSE,26-30,2083,TRUE,Hake,4,6984,3
6984_02,Mars,TRUE,F,1450,P,TRAPPIST-1e,54,FALSE,0,0,0,0,0,Peefox Hake,TRUE,51+,0,FALSE,Hake,4,6984,3
6984_03,Mars,FALSE,F,1450,P,TRAPPIST-1e,19,FALSE,1962,0,1,641,0,Cupers Hake,FALSE,18-25,2604,TRUE,Hake,4,6984,3
6985_01,Earth,FALSE,G,1138,S,TRAPPIST-1e,32,FALSE,0,243,0,0,776,Erie Barris,FALSE,31-50,1019,TRUE,Barris,5,6985,1
6987_01,Earth,TRUE,G,1139,S,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Willey Moongton,TRUE,26-30,0,FALSE,Moongton,5,6987,1
6988_01,Europa,FALSE,C,226,P,TRAPPIST-1e,26,FALSE,554,1307,32,93,1553,Quarkib Obnoftle,FALSE,26-30,3539,TRUE,Obnoftle,3,6988,2
6988_02,Europa,FALSE,C,226,P,TRAPPIST-1e,28,FALSE,0,4340,0,186,0,Azharga Obnoftle,TRUE,26-30,4526,TRUE,Obnoftle,3,6988,2
6990_01,Earth,FALSE,G,734,S,PSO J318.5-22,21,FALSE,1,22,0,649,2,Lison Franton,FALSE,18-25,674,TRUE,Franton,7,6990,1
6991_01,Europa,FALSE,B,233,P,55 Cancri e,38,FALSE,0,692,0,3587,0,Kabiton Disivering,FALSE,31-50,4279,TRUE,Disivering,207,6991,2
6991_02,Europa,TRUE,B,233,P,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Spurin Disivering,TRUE,31-50,0,FALSE,Disivering,207,6991,2
6992_01,Earth,FALSE,G,1131,P,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Walles Bakerrison,FALSE,0-12,0,FALSE,Bakerrison,6,6992,3
6992_02,Earth,TRUE,G,1131,P,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Lavey Bakerrison,FALSE,18-25,0,FALSE,Bakerrison,6,6992,3
6992_03,Earth,TRUE,G,1131,P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Murie Bakerrison,TRUE,26-30,0,FALSE,Bakerrison,6,6992,3
6994_01,Europa,TRUE,B,267,S,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Bellus Obeaded,TRUE,18-25,0,FALSE,Obeaded,3,6994,2
6994_02,Europa,FALSE,B,267,S,TRAPPIST-1e,20,FALSE,0,275,1690,580,5499,Alwaide Bagetvable,FALSE,18-25,8044,TRUE,Bagetvable,2,6994,2
6995_01,Earth,FALSE,F,1334,S,55 Cancri e,24,FALSE,0,58,618,0,41,Stany Hamberterry,FALSE,18-25,717,TRUE,Hamberterry,5,6995,1
6996_01,Earth,FALSE,F,1452,P,55 Cancri e,34,FALSE,0,442,175,79,3,Tricki Whitledges,FALSE,31-50,699,TRUE,Whitledges,6,6996,1
6997_01,Mars,FALSE,D,220,P,TRAPPIST-1e,42,FALSE,1058,0,0,0,0,Vulark Sfin,FALSE,31-50,1058,TRUE,Sfin,6,6997,2
6997_02,Mars,FALSE,F,1453,P,TRAPPIST-1e,24,FALSE,2261,0,95,10,0,Weet Sfin,FALSE,18-25,2366,TRUE,Sfin,6,6997,2
6998_01,Earth,FALSE,F,1454,P,TRAPPIST-1e,28,FALSE,0,0,285,136,337,Irmark Griffy,FALSE,26-30,758,TRUE,Griffy,4,6998,1
6999_01,Mars,FALSE,E,449,P,TRAPPIST-1e,29,FALSE,907,0,0,142,0,Mites Buth,FALSE,26-30,1049,TRUE,Buth,3,6999,1
7001_01,Europa,TRUE,D,213,S,TRAPPIST-1e,31,FALSE,0,0,0,0,0,Majora Guieroolow,TRUE,31-50,0,FALSE,Guieroolow,2,7001,1
7002_01,Earth,FALSE,G,1141,S,TRAPPIST-1e,29,FALSE,888,0,1,0,0,Rickie Mickersones,FALSE,26-30,889,TRUE,Mickersones,2,7002,1
7004_01,Earth,FALSE,F,1337,S,55 Cancri e,14,FALSE,0,1,400,297,0,Karena Woodwardy,FALSE,13-17,698,TRUE,Woodwardy,6,7004,1
7005_01,Earth,FALSE,F,1338,S,55 Cancri e,16,FALSE,0,17,1211,0,25,Card Castron,TRUE,13-17,1253,TRUE,Castron,5,7005,1
7006_01,Earth,TRUE,G,1142,S,PSO J318.5-22,16,FALSE,0,0,0,0,0,Tammyl Fuenton,TRUE,13-17,0,FALSE,Fuenton,1,7006,1
7007_01,Europa,FALSE,E,450,P,TRAPPIST-1e,27,FALSE,0,2897,659,485,11,Luxons Bradissive,TRUE,26-30,4052,TRUE,Bradissive,2,7007,2
7007_02,Europa,FALSE,E,450,P,TRAPPIST-1e,27,FALSE,0,996,0,726,813,Fomam Bradissive,FALSE,26-30,2535,TRUE,Bradissive,2,7007,2
7008_01,Earth,FALSE,F,1339,S,TRAPPIST-1e,23,FALSE,779,7,9,9,0,Berta Philliames,FALSE,18-25,804,TRUE,Philliames,4,7008,1
7010_01,Earth,FALSE,G,1143,S,TRAPPIST-1e,16,FALSE,418,195,100,88,90,Naomin Quinnerettt,FALSE,13-17,891,TRUE,Quinnerettt,7,7010,2
7010_02,Earth,FALSE,F,1340,S,TRAPPIST-1e,30,FALSE,0,6,0,0,1435,Alraium Disivering,TRUE,26-30,1441,TRUE,Disivering,207,7010,2
7011_01,Earth,FALSE,F,1455,P,TRAPPIST-1e,24,FALSE,468,0,163,0,0,Coreee Wagnerray,FALSE,18-25,631,TRUE,Wagnerray,11,7011,1
7013_01,Earth,TRUE,G,1144,S,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Fayene Lardy,TRUE,31-50,0,FALSE,Lardy,3,7013,1
7014_01,Europa,FALSE,C,257,S,55 Cancri e,25,FALSE,0,3512,20,24,1459,Edar Speery,TRUE,18-25,5015,TRUE,Speery,1,7014,1
7015_01,Europa,TRUE,C,227,P,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Geons Geadle,TRUE,26-30,0,FALSE,Geadle,1,7015,1
7016_01,Earth,TRUE,G,1132,P,PSO J318.5-22,21,FALSE,0,0,0,0,0,Sadine Rosalanenn,FALSE,18-25,0,FALSE,Rosalanenn,3,7016,1
7017_01,Earth,TRUE,G,1133,P,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Netty Watkinsley,TRUE,26-30,0,FALSE,Watkinsley,5,7017,1
7018_01,Mars,FALSE,E,467,S,TRAPPIST-1e,30,FALSE,0,0,0,0,0,Set Sturt,FALSE,26-30,0,FALSE,Sturt,6,7018,1
7019_01,Earth,FALSE,F,1457,P,TRAPPIST-1e,31,FALSE,0,0,717,0,0,Fayen Nasquez,FALSE,31-50,717,TRUE,Nasquez,5,7019,2
7019_02,Earth,FALSE,F,1457,P,TRAPPIST-1e,20,FALSE,0,750,957,0,722,Kurta Nasquez,FALSE,18-25,2429,TRUE,Nasquez,5,7019,2
7020_01,Earth,TRUE,G,1145,S,TRAPPIST-1e,27,FALSE,0,0,0,0,0,All Buckson,TRUE,26-30,0,FALSE,Buckson,3,7020,1
7021_01,Earth,TRUE,G,1146,S,55 Cancri e,33,FALSE,0,0,0,0,0,Loree Lerez,TRUE,31-50,0,FALSE,Lerez,6,7021,1
7022_01,Europa,FALSE,D,215,S,TRAPPIST-1e,35,FALSE,0,5552,6,8,226,Wimps Bleling,TRUE,31-50,5792,TRUE,Bleling,2,7022,2
7022_02,Europa,FALSE,D,215,S,TRAPPIST-1e,46,FALSE,0,664,0,2,2177,Mesonon Bleling,FALSE,31-50,2843,TRUE,Bleling,2,7022,2
7025_01,Earth,TRUE,G,1147,S,TRAPPIST-1e,63,FALSE,0,0,0,0,0,Des Willangsey,TRUE,51+,0,FALSE,Willangsey,9,7025,1
7026_01,Europa,FALSE,A,86,S,55 Cancri e,37,FALSE,0,1678,0,36,3128,Alpha Amonsmane,FALSE,31-50,4842,TRUE,Amonsmane,2,7026,1
7027_01,Earth,FALSE,E,451,P,TRAPPIST-1e,23,FALSE,26,266,404,0,0,Jonaye Ashipeck,TRUE,18-25,696,TRUE,Ashipeck,3,7027,1
7028_01,Earth,FALSE,G,1148,S,55 Cancri e,5,FALSE,0,0,0,0,0,Dandra Reyervaney,TRUE,0-12,0,FALSE,Reyervaney,4,7028,2
7028_02,Earth,TRUE,G,1148,S,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Eduard Reyervaney,TRUE,13-17,0,FALSE,Reyervaney,4,7028,2
7029_01,Earth,FALSE,F,1458,P,TRAPPIST-1e,20,FALSE,0,0,2330,120,0,Eriney Cardsay,TRUE,18-25,2450,TRUE,Cardsay,4,7029,2
7029_02,Earth,TRUE,F,1458,P,PSO J318.5-22,49,FALSE,0,0,0,0,0,Tine Cardsay,FALSE,31-50,0,FALSE,Cardsay,4,7029,2
7031_01,Earth,FALSE,G,1135,P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Mamina Mcphernard,TRUE,0-12,0,FALSE,Mcphernard,7,7031,1
7032_01,Earth,FALSE,F,1459,P,TRAPPIST-1e,41,FALSE,0,176,414,133,0,Dorie Roachez,FALSE,31-50,723,TRUE,Roachez,5,7032,1
7034_01,Mars,FALSE,F,1341,S,TRAPPIST-1e,27,FALSE,1216,0,30,43,0,Walmon Curle,FALSE,26-30,1289,TRUE,Curle,7,7034,1
7036_01,Earth,TRUE,G,1136,P,TRAPPIST-1e,14,FALSE,0,0,0,0,0,Glena Fryan,TRUE,13-17,0,FALSE,Fryan,8,7036,1
7037_01,Mars,FALSE,D,216,S,TRAPPIST-1e,26,FALSE,782,0,0,2503,1,Caper Lacke,FALSE,26-30,3286,TRUE,Lacke,5,7037,1
7038_01,Earth,TRUE,G,1137,P,TRAPPIST-1e,51,FALSE,0,0,0,0,0,Dwin Dorsenry,FALSE,51+,0,FALSE,Dorsenry,2,7038,1
7039_01,Earth,FALSE,F,1461,P,PSO J318.5-22,36,FALSE,56,0,81,0,468,Toddie Benney,FALSE,31-50,605,TRUE,Benney,7,7039,1
7040_01,Earth,TRUE,G,1150,S,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Gileen Mcphernard,TRUE,13-17,0,FALSE,Mcphernard,7,7040,1
7041_01,Mars,TRUE,F,1343,S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Picers Panie,TRUE,18-25,0,FALSE,Panie,5,7041,1
7042_01,Earth,TRUE,G,1138,P,PSO J318.5-22,48,FALSE,0,0,0,0,0,Elson Quinnerry,FALSE,31-50,0,FALSE,Quinnerry,3,7042,1
7044_01,Mars,FALSE,D,221,P,TRAPPIST-1e,24,FALSE,235,0,1642,1042,229,Losp Reake,FALSE,18-25,3148,TRUE,Reake,3,7044,1
7045_01,Mars,FALSE,D,222,P,55 Cancri e,19,FALSE,1043,0,138,0,0,Range Bara,FALSE,18-25,1181,TRUE,Bara,1,7045,1
7047_01,Earth,TRUE,G,1152,S,55 Cancri e,21,FALSE,0,0,0,0,0,Ryany Wilderssen,TRUE,18-25,0,FALSE,Wilderssen,5,7047,1
7048_01,Earth,FALSE,F,1462,P,TRAPPIST-1e,24,FALSE,332,9,356,0,0,Weney Freevenson,FALSE,18-25,697,TRUE,Freevenson,4,7048,1
7049_01,Earth,TRUE,G,1153,S,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Nelly Gallencis,TRUE,18-25,0,FALSE,Gallencis,6,7049,1
7050_01,Earth,FALSE,F,1344,S,TRAPPIST-1e,13,FALSE,0,999,0,0,4,Ally Mcintons,TRUE,13-17,1003,TRUE,Mcintons,3,7050,1
7051_01,Mars,FALSE,D,223,P,TRAPPIST-1e,39,FALSE,42,0,352,1,369,Jele Mad,FALSE,31-50,764,TRUE,Mad,2,7051,1
7052_01,Europa,FALSE,E,469,S,55 Cancri e,27,FALSE,0,0,0,0,0,Terons Stranbeate,TRUE,26-30,0,FALSE,Stranbeate,3,7052,1
7053_01,Earth,FALSE,F,1463,P,PSO J318.5-22,23,FALSE,64,4,0,1125,0,Benny Mayson,FALSE,18-25,1193,TRUE,Mayson,5,7053,1
7056_01,Europa,FALSE,D,217,S,55 Cancri e,43,FALSE,0,2093,0,3409,30,Alramix Secont,FALSE,31-50,5532,TRUE,Secont,5,7056,1
7057_01,Mars,FALSE,F,1346,S,TRAPPIST-1e,19,FALSE,3332,878,926,781,0,Graven Lacke,FALSE,18-25,5917,TRUE,Lacke,5,7057,1
7058_01,Mars,TRUE,F,1347,S,55 Cancri e,30,FALSE,0,0,0,0,0,Hal Bane,TRUE,26-30,0,FALSE,Bane,6,7058,1
7059_01,Earth,TRUE,G,1154,S,TRAPPIST-1e,52,FALSE,0,0,0,0,0,Jord Steeletters,TRUE,51+,0,FALSE,Steeletters,6,7059,1
7060_01,Earth,FALSE,G,1155,S,TRAPPIST-1e,35,FALSE,2224,0,105,1,0,Dorie Rigginson,FALSE,31-50,2330,TRUE,Rigginson,2,7060,1
7061_01,Earth,FALSE,G,1156,S,TRAPPIST-1e,16,FALSE,4,1666,0,35,40,Celina Kellson,TRUE,13-17,1745,TRUE,Kellson,4,7061,1
7062_01,Earth,FALSE,F,1464,P,TRAPPIST-1e,21,FALSE,0,13,0,720,170,Benda Fryan,FALSE,18-25,903,TRUE,Fryan,8,7062,1
7068_01,Earth,FALSE,F,1350,S,PSO J318.5-22,45,FALSE,0,0,0,0,595,Irmark Mcfaddenson,FALSE,31-50,595,TRUE,Mcfaddenson,4,7068,1
7069_01,Earth,FALSE,E,472,S,TRAPPIST-1e,22,FALSE,0,125,0,663,0,Alraium Disivering,FALSE,18-25,788,TRUE,Disivering,207,7069,3
7069_02,Earth,TRUE,G,1159,S,55 Cancri e,27,FALSE,0,0,0,0,0,Essara Kellynn,FALSE,26-30,0,FALSE,Kellynn,4,7069,3
7069_03,Earth,FALSE,G,1159,S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Ericky Waltonnedy,TRUE,0-12,0,FALSE,Waltonnedy,9,7069,3
7071_01,Earth,FALSE,G,1160,S,PSO J318.5-22,63,FALSE,526,2,0,0,0,Wilmay Bushallert,FALSE,51+,528,TRUE,Bushallert,6,7071,1
7072_01,Earth,FALSE,F,1351,S,PSO J318.5-22,56,FALSE,1,2,0,102,0,Karah Harverez,FALSE,51+,105,TRUE,Harverez,7,7072,1
7073_01,Earth,TRUE,G,1161,S,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Glena Hahnstonsen,TRUE,31-50,0,FALSE,Hahnstonsen,7,7073,1
7074_01,Earth,TRUE,G,1162,S,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Leria Denashipson,TRUE,0-12,0,FALSE,Denashipson,3,7074,2
7074_02,Earth,FALSE,F,1352,S,TRAPPIST-1e,24,FALSE,0,0,3,797,5,Tyrony Denashipson,FALSE,18-25,805,TRUE,Denashipson,3,7074,2
7077_01,Earth,FALSE,F,1353,S,TRAPPIST-1e,36,FALSE,21,0,844,0,0,Idarry Oneidson,FALSE,31-50,865,TRUE,Oneidson,3,7077,1
7078_01,Earth,FALSE,G,1163,S,TRAPPIST-1e,13,FALSE,244,0,100,423,14,Hard Wartyson,FALSE,13-17,781,TRUE,Wartyson,10,7078,1
7079_01,Earth,FALSE,F,1354,S,55 Cancri e,13,FALSE,0,722,0,37,8,Violey Woodwinton,FALSE,13-17,767,TRUE,Woodwinton,4,7079,1
7080_01,Earth,TRUE,G,1140,P,55 Cancri e,37,FALSE,0,0,0,0,0,Jonaye Carpennels,TRUE,31-50,0,FALSE,Carpennels,8,7080,1
7082_01,Earth,FALSE,E,473,S,TRAPPIST-1e,44,FALSE,143,47,0,717,87,Benew Carezquez,FALSE,31-50,994,TRUE,Carezquez,5,7082,1
7083_01,Europa,TRUE,C,259,S,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Betenar Pirejus,TRUE,31-50,0,FALSE,Pirejus,11,7083,2
7083_02,Europa,FALSE,C,259,S,55 Cancri e,57,FALSE,0,0,0,0,0,Minoton Pirejus,TRUE,51+,0,FALSE,Pirejus,11,7083,2
7084_01,Earth,FALSE,F,1355,S,55 Cancri e,26,FALSE,0,158,0,0,912,Faithy Hunterton,FALSE,26-30,1070,TRUE,Hunterton,2,7084,1
